package1,package2,strength,count
tokenizer,tokenizer,1.0,235
PyQt4,ftools_utils,1.0,235
external_auth,opaque_keys,0.469061876247505,235
cloudmesh,cloudmesh,1.0,235
hippy,hippy,1.0,235
django,ecommerce,0.7859531772575251,235
DraftTools,DraftTools,1.0,235
syndata,wx,1.0,235
about,about,1.0,235
logging,pyqode,0.3576864535768645,235
ecdsa,hashlib,0.6911764705882353,235
ftools_utils,ftools_utils,1.0,235
gettext,netzob,0.42190305206463197,235
hq,hq,1.0,235
bmesh,os,0.41012216404886565,235
summa,summa,1.0,235
MacOS,sys,0.6103896103896104,235
dev_appserver,os,0.7654723127035831,235
dogstats_wrapper,uuid,0.376,235
Part,PySide,0.35877862595419846,235
os,xl,0.3986371379897785,234
optparse,sumolib,0.3605546995377504,234
Exscript,Exscript,1.0,234
tacticenv,tacticenv,1.0,234
snappy,snappy,1.0,234
__future__,bunch,0.4373831775700935,234
pyreadline,pyreadline,1.0,234
novaideo,novaideo,1.0,234
conda_build,sys,0.752411575562701,234
driver,os,0.40625,234
grovepi,grovepi,1.0,234
sys,urlgrabber,0.45792563600782776,234
traci,traci,1.0,234
flocker,flocker,1.0,234
Rhino,math,0.5391705069124424,234
spotipy,spotipy,1.0,234
pcs,pcs,1.0,234
os,trollius,0.3627906976744186,234
django,elections,0.9105058365758755,234
__future__,ninja_ide,0.6223404255319149,234
regulations,regulations,1.0,234
compass,logging,0.6223404255319149,234
articles,django,0.8764044943820225,234
compileall,sys,0.7647058823529411,234
cookiecutter,cookiecutter,1.0,234
pooler,report,0.33620689655172414,234
gnuradio,pmt,0.8830188679245283,234
manila_tempest_tests,tempest,1.0,234
encoding,encoding,1.0,234
__future__,conda_build,0.752411575562701,234
qgis,sextante,0.420863309352518,234
django,localtv,0.8863636363636364,234
gen,sys,0.3786407766990291,234
manila_tempest_tests,manila_tempest_tests,1.0,234
mocks,mocks,1.0,233
static_replace,xblock,0.6331521739130435,233
geometry_msgs,visualization_msgs,0.8291814946619217,233
Dialogs,os,0.6996996996996997,233
_subprocess,_subprocess,1.0,233
neutron,quark,0.5143487858719646,233
mitmproxy,mitmproxy,1.0,233
oslo_context,oslo_log,0.429097605893186,233
pylith,pylith,1.0,233
redis_cache,redis_cache,1.0,233
post,post,1.0,233
girder,os,0.3782467532467532,233
pymssql,pymssql,1.0,233
actionlib_msgs,actionlib_msgs,1.0,233
sre_compile,string,0.7396825396825397,233
flask,jormungandr,0.5087336244541485,233
numpy,preprocess,0.44045368620037806,233
exam,sentry,0.6331521739130435,233
pwn,pwn,1.0,233
third_party_auth,util,0.5065217391304347,233
glance_store,oslo_config,0.5235955056179775,233
flask_restful_swagger,flask_restful_swagger,1.0,233
informes,ventana,0.8629629629629629,233
msmbuilder,numpy,0.7373417721518988,233
re,trace,0.39658119658119656,232
meresco,seecr,0.8197879858657244,232
mapproxy,os,0.4187725631768953,232
bulk_email,microsite_configuration,0.34626865671641793,232
django,nodeshot,0.8256227758007118,232
spacy,spacy,1.0,232
pyrsistent,twisted,0.5785536159600998,232
os,test_base,0.3591331269349845,232
algorithm,algorithm,1.0,232
conary_test,conary_test,1.0,232
__future__,mceditlib,0.8345323741007195,232
contracts,logging,0.37662337662337664,232
checker,checker,1.0,232
pep8,re,0.34268833087149186,232
gettext,softwarecenter,0.3700159489633174,232
nbformat,nbformat,1.0,232
Configuration,os,0.39522998296422485,232
openstack_dashboard,workflows,0.4803312629399586,232
csv,product_spiders,0.45136186770428016,232
mod_python,os,0.48132780082987553,232
l2r,l2r,1.0,232
harpia,harpia,1.0,232
ecto,ecto,1.0,232
django,serializers,0.5021645021645021,232
eden,eden,1.0,232
nt,os,0.7204968944099379,232
googleapiclient,os,0.4377358490566038,232
flup,twisted,0.4052631578947368,231
Server,Server,1.0,231
snisi_core,snisi_core,1.0,231
case,case,1.0,231
Components,GlobalActions,0.8988326848249028,231
feeds,feeds,1.0,231
mesos,mesos,1.0,231
OCC,os,0.47530864197530864,231
ansible,cs,0.7,231
openspending,openspending,1.0,231
gtk,pclases,0.8816793893129771,231
result,result,1.0,231
GafferUI,GafferUITest,0.9352226720647774,231
django,satchmo_utils,0.9665271966527197,231
logging,mapreduce,0.3609375,231
pclases,pygtk,0.8816793893129771,231
converter,converter,1.0,231
flup,tornado,0.4052631578947368,231
subunit,sys,0.7264150943396226,231
sprites,sprites,1.0,231
container,container,1.0,231
matplotlib,utilFunctions,0.78839590443686,231
scanner,scanner,1.0,231
__future__,snisi_core,0.9956709956709957,230
requests,requests_toolbelt,0.9090909090909091,230
django,dogapi,0.7255520504731862,230
catkin,catkin,1.0,230
graphviz,graphviz,1.0,230
hitchtest,os,0.9663865546218487,230
dendropy,dendropy,1.0,230
django,timezones,0.8712121212121212,230
deap,random,0.6628242074927954,230
fapws,wsgiref,0.8846153846153846,230
threading,win32event,0.36220472440944884,230
structures,structures,1.0,230
irclib,irclib,1.0,230
student,submissions,0.46558704453441296,230
pyrake,pyrake,1.0,230
fapws,flup,0.8846153846153846,230
books,django,0.4872881355932203,230
math,scitbx,0.5203619909502263,230
fapws,paste,0.8846153846153846,230
csv,instructor,0.358814352574103,230
cl,django,0.6353591160220995,230
autograd,autograd,1.0,229
diesel,gunicorn,0.698170731707317,229
emcee,scipy,0.5350467289719626,229
l2r,sys,0.9870689655172413,229
experiments,experiments,1.0,229
flup,gunicorn,0.4017543859649123,229
mongo_connector,time,0.604221635883905,229
xpcom,xpcom,1.0,229
diesel,wsgiref,0.698170731707317,229
TaskGen,os,0.6205962059620597,229
diesel,traceback,0.698170731707317,229
pypowervm,pypowervm,1.0,229
abstraits,primaires,0.5088888888888888,229
diesel,paste,0.698170731707317,229
diesel,twisted,0.698170731707317,229
pwndbg,pwndbg,1.0,229
diesel,flup,0.698170731707317,229
__future__,pyemma,0.4437984496124031,229
babelfish,os,0.5753768844221105,229
mockito,unittest,0.5010940919037199,229
django,voting,0.916,229
CommonDataClass,CommonDataClass,1.0,229
__future__,screed,0.5439429928741093,229
diesel,tornado,0.698170731707317,229
cherrypy,fapws,0.8807692307692307,229
cherrypy,diesel,0.698170731707317,229
rospkg,rospy,0.5452380952380952,229
grappelli,grappelli,1.0,229
ilastik,numpy,0.4731404958677686,229
photos,photos,1.0,229
validictory,validictory,1.0,228
flup,mako,0.4,228
datetime,embargo,0.5757575757575758,228
ZODB,transaction,0.40569395017793597,228
swampdragon,swampdragon,1.0,228
oslo_context,six,0.4198895027624309,228
lazyflow,sys,0.35625,228
django,django_browserid,0.9047619047619048,228
PyQt4,libqtopensesame,0.6422535211267606,228
GafferSceneTest,unittest,0.8201438848920863,228
Plugin,Plugin,1.0,228
sendgrid,sendgrid,1.0,228
terrain,terrain,1.0,228
django,pootle_language,0.8837209302325582,228
fapws,tornado,0.8769230769230769,228
cue,cue,1.0,228
PyQt4,ninja_ide,0.6063829787234043,228
os,osr,0.6263736263736264,228
load,numpy,0.5601965601965602,228
htmllib,htmllib,1.0,228
dispatch,dispatch,1.0,228
registers,registers,1.0,228
prompt_toolkit,pygments,0.3465045592705167,228
invenio_search,invenio_search,1.0,228
rest_framework,storageadmin,0.5922077922077922,228
pvsimple,pvsimple,1.0,228
MatrixOperations,petsc4py,0.9702127659574468,228
mnemonic,mnemonic,1.0,227
testutil,testutil,1.0,227
PETScIO,dolfin,1.0,227
ImageFont,ImageFont,1.0,227
PETScIO,PETScIO,1.0,227
monkeypatch,monkeypatch,1.0,227
lsst,lsst,1.0,227
fiona,shapely,0.4809322033898305,227
anag,anag,1.0,227
datetime,vobject,0.6037234042553191,227
rostest,rostest,1.0,227
applications,versions,0.37833333333333335,227
evernote,evernote,1.0,227
google3,google3,1.0,227
dxpy,dxpy,1.0,227
flex,flex,1.0,227
django,facebook,0.348159509202454,227
pillowtop,pillowtop,1.0,227
bdb,os,0.6735905044510386,227
flags,logging,0.5591133004926109,227
sys,vigra,0.4142335766423358,227
encoder,encoder,1.0,227
pytz,xmodule_django,0.44597249508840864,227
factories,pybossa,0.5194508009153318,227
Biskit,Biskit,1.0,227
MatrixOperations,sys,0.9659574468085106,227
logging,pajbot,0.8254545454545454,227
git,gitdb,0.8194945848375451,227
applications,os,0.37833333333333335,227
hitchserve,hitchserve,1.0,227
dotenv,os,0.9149797570850202,226
flask,flask_babelex,0.6686390532544378,226
pyspider,six,0.5342789598108747,226
fapws,urllib,0.8692307692307693,226
webserver,webserver,1.0,226
linuxcnc,linuxcnc,1.0,226
onelogin,onelogin,1.0,226
sys,tkFont,0.4296577946768061,226
fapws,twisted,0.8692307692307693,226
oauth_provider,oauth_provider,1.0,226
states,states,1.0,226
fapws,gunicorn,0.8692307692307693,226
__future__,flup,0.39649122807017545,226
numpy,pywt,0.8862745098039215,226
os,uwsgi,0.5078651685393258,226
objectives,objectives,1.0,226
sdl2,sdl2,1.0,226
dace,novaideo,0.9658119658119658,226
mapit,mapit,1.0,226
_ast,os,0.3651050080775444,226
test_data,test_data,1.0,226
cybox,mixbox,0.5809768637532133,226
iutil,os,0.7661016949152543,226
gslib,os,0.4109090909090909,226
BitTorrent,os,0.5978835978835979,226
django,patchwork,0.9262295081967213,226
sgmllib,string,0.33933933933933935,226
flup,google,0.39649122807017545,226
eventlet,flup,0.39649122807017545,226
_multiprocessing,os,0.8725868725868726,226
os,peppy,0.889763779527559,226
burnman,os,0.849624060150376,226
babelfish,logging,0.5678391959798995,226
diesel,fapws,0.8692307692307693,226
numpy,patsy,0.9300411522633745,226
gobject,sugar,0.4162062615101289,226
datetime,translations,0.4448818897637795,226
os,plumbum,0.4808510638297872,226
toolib,toolib,1.0,226
pydevd,sys,0.6932515337423313,226
picklefield,picklefield,1.0,225
qutip,scipy,0.40687160940325495,225
__future__,pony,0.42775665399239543,225
diesel,itertools,0.6859756097560976,225
diesel,urllib,0.6859756097560976,225
fapws,mako,0.8653846153846154,225
diesel,eventlet,0.6859756097560976,225
marionette_driver,marionette_driver,1.0,225
providers,providers,1.0,225
PETScIO,numpy,0.9911894273127754,225
saklient,six,0.4966887417218543,225
qgis,resources_rc,0.35545023696682465,225
__future__,dxtbx,0.7867132867132867,225
touchdown,touchdown,1.0,225
which,which,1.0,225
preggy,tests,0.8302583025830258,225
catmaid,json,0.7120253164556962,225
wrapper,wrapper,1.0,225
c2cgeoportal,pyramid,0.7839721254355401,225
weather,weather,1.0,225
foobnix,gi,0.7601351351351351,225
pyexcel,pyexcel,1.0,225
base64,flup,0.39473684210526316,225
catkin,os,0.9782608695652174,225
autosklearn,sklearn,0.5056179775280899,225
midonetclient,midonetclient,1.0,225
django,people,0.7305194805194806,225
FreeCADGui,Part,0.3515625,225
django,liboozie,0.8853754940711462,224
ipywidgets,ipywidgets,1.0,224
methods,methods,1.0,224
third_party_auth,xmodule,0.48695652173913045,224
PETScIO,petsc4py,0.986784140969163,224
nmrglue,nmrglue,1.0,224
django,test_app,0.8648648648648649,224
full_physics_swig,full_physics_swig,1.0,224
ipython_genutils,ipython_genutils,1.0,224
nineml,nineml,1.0,224
kapteyn,kapteyn,1.0,224
svntest,svntest,1.0,224
xbee,xbee,1.0,224
Element,Element,1.0,224
os,parsers,0.37583892617449666,224
course_wiki,course_wiki,1.0,224
nylas,nylas,1.0,224
SublimeLinter,SublimeLinter,1.0,224
StringIO,flup,0.3929824561403509,224
item_repo,item_repo,1.0,224
spider,spider,1.0,224
formularios,framework,0.9218106995884774,224
glance_store,six,0.503370786516854,224
item_repo,utils,1.0,224
Cheetah,flup,0.3929824561403509,224
MatrixOperations,dolfin,0.9531914893617022,224
translations,versions,0.4409448818897638,224
logging,pyinotify,0.3343328335832084,223
flup,jinja2,0.3912280701754386,223
ccx_keys,ccx_keys,1.0,223
xmodule_modifiers,xmodule_modifiers,1.0,223
fapws,traceback,0.8576923076923076,223
this,this,1.0,223
oeqa,os,0.7170418006430869,223
datetime,statsd,0.3409785932721712,223
PETScIO,scipy,0.9823788546255506,223
datetime,external_auth,0.44510978043912175,223
authentic2,django,0.851145038167939,223
os,workspace_tools,0.8544061302681992,223
orders,orders,1.0,223
wsgi,wsgi,1.0,223
math,skeinforge_application,0.42802303262955854,223
wger,wger,1.0,223
fast_rcnn,numpy,0.9330543933054394,223
full_physics_swig,os,0.9955357142857143,223
kimchi,kimchi,1.0,223
fuse,time,0.4704641350210971,223
problems,problems,1.0,223
netprofile,pyramid,0.9214876033057852,223
re,s3utils,0.446,223
s3rest,s3rest,1.0,223
markdown2,os,0.36920529801324503,223
_subprocess,os,0.9570815450643777,223
asynchat,sys,0.47547974413646055,223
pyomo,pyomo,1.0,223
eventlet,fapws,0.8576923076923076,223
full_physics_swig,sys,0.9955357142857143,223
lazyflow,os,0.346875,222
config_models,json,0.4484848484848485,222
pyasm,tacticenv,0.9487179487179487,222
mocker,unittest,0.592,222
jmri,jmri,1.0,222
tangelo,tangelo,1.0,222
fapws,pickle,0.8538461538461538,222
django,sellmo,0.5935828877005348,222
full_physics_swig,new,0.9910714285714286,222
Event,Event,1.0,222
libraries,libraries,1.0,222
local,os,0.5375302663438256,222
hawkey,hawkey,1.0,222
full_physics_swig,weakref,0.9910714285714286,222
diesel,google,0.676829268292683,222
os,processor,0.5577889447236181,222
json,lazy,0.5056947608200456,222
RO,TUI,0.8505747126436781,222
definitions,definitions,1.0,222
__future__,crossbar,0.8638132295719845,222
ciscoconfparse,ciscoconfparse,1.0,222
crontab,crontab,1.0,222
rocket,tempfile,0.7872340425531915,222
full_physics_swig,imp,0.9910714285714286,222
flup,io,0.3894736842105263,222
flup,pickle,0.3894736842105263,222
compileall,os,0.7254901960784313,222
presence_analyzer,presence_analyzer,1.0,222
io,rocket,0.7872340425531915,222
mailbox,re,0.39572192513368987,222
dummy,dummy,1.0,222
stomp,stomp,1.0,222
odf,odf,1.0,222
datetime,tzlocal,0.6959247648902821,222
evaluation,evaluation,1.0,222
Image,ImageOps,0.9132231404958677,221
flup,tempfile,0.387719298245614,221
dogapi,logging,0.6971608832807571,221
scm,scm,1.0,221
Cheetah,fapws,0.85,221
builder,os,0.49440715883668906,221
openstack_auth,openstack_dashboard,0.6314285714285715,221
flup,thread,0.387719298245614,221
oslo_log,oslo_vmware,0.45194274028629855,221
inkex,sys,0.3830155979202773,221
base64,fapws,0.85,221
django,pootle_project,0.8371212121212122,221
StringIO,diesel,0.6737804878048781,221
tasty,tasty,1.0,221
pygmin,pygmin,1.0,221
openmc,sys,0.7175324675324676,221
mainwindow,mainwindow,1.0,221
KBEngine,KBEngine,1.0,221
base64,diesel,0.6737804878048781,221
StringIO,fapws,0.85,221
biom,qiime,0.5594936708860759,221
flopy,numpy,0.7038216560509554,221
pyemma,unittest,0.42829457364341084,221
Adafruit_I2C,Adafruit_I2C,1.0,221
netrc,time,0.40476190476190477,221
os,testing_support,0.9094650205761317,221
help,help,1.0,221
mahotas,mahotas,1.0,221
clawpack,clawpack,1.0,221
fapws,google,0.8461538461538461,220
PETScIO,sys,0.9691629955947136,220
django_facebook,django_facebook,1.0,220
django,exam,0.5978260869565217,220
astrometry,sys,0.4690831556503198,220
jsb,logging,0.6376811594202898,220
diesel,gevent,0.6707317073170732,220
UserDict,flup,0.38596491228070173,220
fapws,tempfile,0.8461538461538461,220
os,os_brick,0.668693009118541,220
sys,win32service,0.6094182825484764,220
flup,itertools,0.38596491228070173,220
time,win32event,0.3464566929133858,220
UserDict,fapws,0.8461538461538461,220
flask_cors,flask_cors,1.0,220
diesel,io,0.6707317073170732,220
fapws,io,0.8461538461538461,220
json,mitxmako,0.5898123324396782,220
harpia,os,0.9482758620689655,220
flup,gevent,0.38596491228070173,220
gluon,s3widgets,0.9361702127659575,220
fapws,jinja2,0.8461538461538461,220
objectives,theano,0.9734513274336283,220
pontoon,pontoon,1.0,220
bjoern,flup,0.9282700421940928,220
django,xmodule_modifiers,0.9865470852017937,220
__future__,pex,0.7801418439716312,220
billiard,billiard,1.0,220
openedx,third_party_auth,0.4782608695652174,220
molmod,numpy,0.625,220
rpmUtils,yum,0.6358381502890174,220
config_models,util,0.4444444444444444,220
stdlib,stdlib,1.0,220
json,jsondata,0.7885304659498208,220
django,snippets,0.6358381502890174,220
diesel,urlparse,0.6707317073170732,220
os,rez,0.5644329896907216,219
statsd,time,0.3348623853211009,219
fapws,inspect,0.8423076923076923,219
echomesh,echomesh,1.0,219
pythran,pythran,1.0,219
envisage,traits,0.43452380952380953,219
django,picklefield,0.9733333333333334,219
logistic_sgd,logistic_sgd,1.0,219
billing,django,0.9279661016949152,219
os,pydevd,0.6717791411042945,219
tempdir,tempdir,1.0,219
rocket,urllib,0.776595744680851,219
pootle,pootle_app,0.5,219
GUIComponent,skin,0.5855614973262032,219
sys,testing_support,0.9012345679012346,219
dealer,warnings,0.7156862745098039,219
recaptcha,recaptcha,1.0,219
django,ella,0.8622047244094488,219
diesel,mako,0.6676829268292683,219
limix,limix,1.0,219
csc,csc,1.0,219
time,win32process,0.3481717011128776,219
Version,Version,1.0,219
popen2,re,0.3532258064516129,219
Cheetah,diesel,0.6676829268292683,219
contacts,django,0.6239316239316239,219
mod,mod,1.0,219
datetime,pony,0.41634980988593157,219
fapws,itertools,0.8423076923076923,219
diesel,tempfile,0.6676829268292683,219
test_all,test_all,1.0,219
StringIO,rocket,0.776595744680851,219
UserDict,diesel,0.6676829268292683,219
jcvi,jcvi,1.0,219
graphlab,graphlab,1.0,219
processor,sys,0.550251256281407,219
fapws,gevent,0.8423076923076923,219
rocket,wsgiref,0.776595744680851,219
os,pysvn,0.7934782608695652,219
anag,wx,0.9647577092511013,219
crowdsourcing,crowdsourcing,1.0,219
diesel,pickle,0.6676829268292683,219
cement,sys,0.337442218798151,219
cf_units,cf_units,1.0,219
diesel,inspect,0.6676829268292683,219
pynag,pynag,1.0,218
ip_connection,ip_connection,1.0,218
json,selinux,0.4589473684210526,218
pykit,pykit,1.0,218
hangups,hangups,1.0,218
flanker,flanker,1.0,218
whisper,whisper,1.0,218
distutils,py2app,0.7124183006535948,218
hitchserve,os,0.960352422907489,218
pygst,sys,0.3550488599348534,218
pclases,ventana,0.8320610687022901,218
diesel,jinja2,0.6646341463414634,218
collections,ip_connection,1.0,218
Sire,Sire,1.0,218
bin,bin,1.0,218
intelmq,sys,0.36333333333333334,218
readers,readers,1.0,218
s3validators,sys,0.7124183006535948,218
logging,utils_misc,0.8195488721804511,218
graph_tool,graph_tool,1.0,218
meta,sqlalchemy,0.3858407079646018,218
xmodule,xmodule_modifiers,0.9775784753363229,218
postprocess,theano,0.7032258064516129,218
__future__,odemis,0.9083333333333333,218
Cookie,flup,0.3824561403508772,218
rocket,thread,0.7730496453900709,218
snack,snack,1.0,218
rocket,traceback,0.7730496453900709,218
l10n,l10n,1.0,218
base58,os,0.7124183006535948,218
oslo_context,oslo_utils,0.4014732965009208,218
lang_pref,openedx,0.7649122807017544,218
Cookie,fapws,0.8384615384615385,218
gooey,gooey,1.0,218
django,grappelli,0.9475982532751092,217
fsbc,fsbc,1.0,217
gtk,harpia,0.9353448275862069,217
pybvc,pybvc,1.0,217
datetime,playhouse,0.33853354134165364,217
rlscore,rlscore,1.0,217
theano,theano_printer,1.0,217
datashape,odo,0.678125,217
minieigen,minieigen,1.0,217
__future__,diesel,0.6615853658536586,217
cloudkitty,cloudkitty,1.0,217
httmock,unittest,0.5203836930455635,217
jazzparser,jazzparser,1.0,217
win32api,winerror,0.5034802784222738,217
seaserv,seaserv,1.0,217
alabaster,os,0.7380952380952381,217
bjoern,fapws,0.9156118143459916,217
anydbm,os,0.5833333333333334,217
tulip,tulip,1.0,217
lasagne,postprocess,0.7,217
bjoern,wsgiref,0.9156118143459916,217
ipware,logging,0.5564102564102564,217
logging,savu,0.4549266247379455,217
cql,cql,1.0,217
TestCmd,os,0.8821138211382114,217
codeintel2,codeintel2,1.0,217
lazy,xmodule,0.49430523917995445,217
h2o_cmd,h2o_cmd,1.0,217
jasy,jasy,1.0,217
pelix,threading,0.33591331269349844,217
bjoern,tornado,0.9156118143459916,217
m3,m3,1.0,217
MatrixOperations,numpy,0.9234042553191489,217
gourmet,gourmet,1.0,217
config_models,xmodule,0.4383838383838384,217
Xlib,os,0.3438985736925515,217
fapws,urlparse,0.8346153846153846,217
lasagne,theano_printer,1.0,217
KBEDebug,KBEngine,0.9819004524886877,217
theano_printer,theano_printer,1.0,217
diesel,thread,0.6615853658536586,217
instructor_task,re,0.3359253499222395,216
sre_compile,unicodedata,0.6857142857142857,216
sekizai,sekizai,1.0,216
fapws,thread,0.8307692307692308,216
octavia,octavia,1.0,216
adhocracy,logging,0.4585987261146497,216
lasagne,objectives,0.9557522123893806,216
logistic_sgd,numpy,0.9863013698630136,216
utils,videos,0.5654450261780105,216
sync,sync,1.0,216
os,screed,0.5130641330166271,216
commerce,commerce,1.0,216
cdms2,cdms2,1.0,216
unittest2,wingcash,0.3891891891891892,216
bitcoinrpc,os,0.5034965034965035,216
jinja2,rocket,0.7659574468085106,216
SystemInfo,config,0.7081967213114754,216
sqlite,sqlite,1.0,216
dealer,tempfile,0.7058823529411765,216
Framework,Framework,1.0,216
bjoern,gevent,0.9113924050632911,216
tile,tile,1.0,216
PyQt4,brickv,0.622478386167147,216
blockdiag,blockdiag,1.0,216
omero_ext,omero_ext,1.0,216
time,xen,0.33962264150943394,216
validations,validations,1.0,216
ipware,json,0.5538461538461539,216
os,pUtil,0.8962655601659751,216
instagram,instagram,1.0,216
dbm,os,0.5524296675191815,216
_subprocess,sys,0.927038626609442,216
bjoern,eventlet,0.9113924050632911,216
Cookie,rocket,0.7659574468085106,216
embargo,pytz,0.5429292929292929,215
cherrypy,rocket,0.7624113475177305,215
gunicorn,rocket,0.7624113475177305,215
pinutils,pinutils,1.0,215
mako,rocket,0.7624113475177305,215
bjoern,paste,0.9071729957805907,215
itertools,rocket,0.7624113475177305,215
hitchtest,subprocess,0.9033613445378151,215
maker,maker,1.0,215
bjoern,gunicorn,0.9071729957805907,215
xblock,xmodule_modifiers,0.9641255605381166,215
fapws,rocket,0.8269230769230769,215
os,wand,0.6039325842696629,215
bjoern,cherrypy,0.9071729957805907,215
amo,market,0.46336206896551724,215
audio,audio,1.0,215
os,tkFont,0.40874524714828897,215
subprocess,win32process,0.34181240063593005,215
rocket,twisted,0.7624113475177305,215
bjoern,diesel,0.9071729957805907,215
paste,rocket,0.7624113475177305,215
animation,animation,1.0,215
splash,splash,1.0,215
rocket,tornado,0.7624113475177305,215
Cookie,diesel,0.6554878048780488,215
rest_framework_jwt,rest_framework_jwt,1.0,215
__future__,fapws,0.8269230769230769,215
google,rocket,0.7624113475177305,215
pickle,rocket,0.7624113475177305,215
django,servo,0.4673913043478261,215
__future__,weblab,0.35655058043117743,215
syslog,weeutil,0.6825396825396826,215
flup,rocket,0.7624113475177305,215
bjoern,twisted,0.9071729957805907,215
eventlet,rocket,0.7624113475177305,215
diesel,rocket,0.7624113475177305,215
Options,m5,0.39233576642335766,215
base64,rocket,0.7624113475177305,215
dials,dxtbx,0.7517482517482518,215
os,update,0.6195965417867435,215
dogstats_wrapper,functools,0.344,215
Cheetah,rocket,0.7624113475177305,215
inspect,rocket,0.7624113475177305,215
objectives,postprocess,0.9513274336283186,215
pyspeckit,pyspeckit,1.0,215
dxtbx,libtbx,0.7517482517482518,215
topydo,topydo,1.0,215
fiona,os,0.4555084745762712,215
logging,mitxmako,0.5764075067024129,215
aeidon,aeidon,1.0,215
UserDict,rocket,0.7624113475177305,215
gettext,harpia,0.9224137931034483,214
soaplib,soaplib,1.0,214
spidev,time,0.781021897810219,214
BaseHTTPServer,CGIHTTPServer,0.8594377510040161,214
baruwa,baruwa,1.0,214
rocket,urlparse,0.7588652482269503,214
User,User,1.0,214
elasticutils,elasticutils,1.0,214
meinheld,traceback,0.7896678966789668,214
cdecimal,cdecimal,1.0,214
preprocess,theano,0.4045368620037807,214
monasca_agent,monasca_agent,1.0,214
plainbox,plainbox,1.0,214
liboozie,logging,0.8458498023715415,214
flask_assets,flask_assets,1.0,214
record,record,1.0,214
scitools,scitools,1.0,214
logging,ratelimitbackend,0.4123314065510597,214
django,subtitles,0.8359375,214
lex,lex,1.0,214
jieba,sys,0.4204322200392927,214
os,rose,0.5376884422110553,214
geom,math,0.3645655877342419,214
moose,pylab,0.36394557823129253,214
logging,xl,0.3645655877342419,214
tldextract,tldextract,1.0,214
feedback,feedback,1.0,214
certificates,dogstats_wrapper,0.3424,214
uno,unohelper,0.7456445993031359,214
popen2,time,0.3435483870967742,213
file_system,future,0.4650655021834061,213
django_comment_common,instructor_task,0.3312597200622084,213
nodebox,nodebox,1.0,213
hitchserve,hitchtest,0.9383259911894273,213
numpy,treeano,0.8098859315589354,213
axiom,xmantissa,0.83203125,213
faulthandler,sys,0.8098859315589354,213
platform,selinux,0.44842105263157894,213
toughlib,toughlib,1.0,213
jedi,sys,0.37302977232924694,213
basket,basket,1.0,213
courseware,embargo,0.5378787878787878,213
gnome,gtk,0.7473684210526316,213
instructor,openedx,0.33229329173166927,213
gnowsys_ndf,pymongo,0.6761904761904762,213
logging,pyauto_functional,0.44008264462809915,213
postprocess,theano_printer,0.9815668202764977,213
xformmanager,xformmanager,1.0,213
bjoern,urllib,0.8987341772151899,213
graphite,time,0.4251497005988024,213
_strptime,time,0.852,213
tuskar,tuskar,1.0,213
distributions,distributions,1.0,213
json,oozie,0.6761904761904762,213
math,sre_compile,0.6761904761904762,213
ds,ds,1.0,213
osr,sys,0.5851648351648352,213
access,devhub,0.3717277486910995,213
progress,sys,0.5285359801488834,213
grc_gnuradio,optparse,0.8452380952380952,213
gclient_utils,os,1.0,213
pyfr,pyfr,1.0,213
mmfparser,mmfparser,1.0,213
NavigationInstance,ServiceReference,0.47438752783964366,213
taskcoachlib,test,0.3915441176470588,213
grequests,grequests,1.0,213
gclient_utils,gclient_utils,1.0,213
marvin,marvin,1.0,213
applications,datetime,0.355,213
flask_migrate,os,0.5714285714285714,212
simplekml,simplekml,1.0,212
epsilon,epsilon,1.0,212
gunicorn,meinheld,0.7822878228782287,212
gear,spur,0.5955056179775281,212
SMESH,SMESH,1.0,212
smartcard,sys,0.4953271028037383,212
meinheld,tornado,0.7822878228782287,212
cronjobs,cronjobs,1.0,212
bodhi,bodhi,1.0,212
match,match,1.0,212
dojson,dojson,1.0,212
objectives,theano_printer,0.9769585253456221,212
cairo,pangocairo,0.4964871194379391,212
gbpservice,gbpservice,1.0,212
libtbx,scitbx,0.4796380090497738,212
theano,updates,0.8945147679324894,212
pulp_puppet,pulp_puppet,1.0,212
OpenPNM,OpenPNM,1.0,212
barman,barman,1.0,212
defines,defines,1.0,212
mi,ntplib,0.668769716088328,212
markdown2,re,0.3509933774834437,212
bee,libcontext,0.8091603053435115,212
qgis,safe_qgis,0.5698924731182796,212
os,outwiker,0.33385826771653543,212
django,gallery,0.8153846153846154,212
courseware,submissions,0.4291497975708502,212
trakt,trakt,1.0,212
apt_pkg,daklib,0.5158150851581509,212
anag,awc,0.933920704845815,212
ruffus,sys,0.7765567765567766,212
fasta,fasta,1.0,212
button,button,1.0,212
mock,st2tests,0.5653333333333334,212
itertools,meinheld,0.7785977859778598,211
actionlib_msgs,rospy,0.9055793991416309,211
flup,meinheld,0.7785977859778598,211
item_distro,item_distro,1.0,211
eventlet,meinheld,0.7785977859778598,211
item_distro,utils,1.0,211
meresco,weightless,0.7757352941176471,211
StringIO,bjoern,0.890295358649789,211
ratelimitbackend,student,0.40655105973025046,211
sct_utils,sct_utils,1.0,211
globaleaks,globaleaks,1.0,211
flup,httplib,0.3701754385964912,211
idautils,idautils,1.0,211
__future__,rocket,0.74822695035461,211
time,urlgrabber,0.41291585127201563,211
config_models,datetime,0.4262626262626263,211
librosa,numpy,0.8473895582329317,211
faulthandler,os,0.8022813688212928,211
